CustomerID,recency_dist,Recency_level,frequency_buy,Frequency_level,monetary_total,Monetary_level,RFM_customer_type,period_criteria,NES_customer_type
13305,27.0,4,10,4,2000.86,3,Loyal Customers,0.8820297309827301,E0 Main Customer
13307,143.0,1,1,1,15.0,1,Lost,4.671490797427052,Sleeping Customer
13308,45.0,3,3,1,1385.51,2,About To Sleep,1.4700495516378835,E0 Main Customer
13309,30.0,4,5,2,1456.79,2,New Customers,0.9800330344252556,E0 Main Customer
13310,51.0,2,3,1,1132.03,2,Lost,1.6660561585229345,E1 Sleepy Customer
13311,27.0,4,2,1,598.57,1,New Customers,0.8820297309827301,E0 Main Customer
13313,45.0,3,5,2,1555.32,2,About To Sleep,1.4700495516378835,E0 Main Customer
13314,24.0,5,3,1,775.94,1,New Customers,0.7840264275402045,E0 Main Customer
13316,60.0,2,4,2,5977.7300000000005,4,At Risk,1.9600660688505112,E1 Sleepy Customer
13317,89.0,1,6,3,2273.68,3,At Risk,2.9074313354615917,E2 Asleep Customer
13318,24.0,5,3,1,640.76,1,New Customers,0.7840264275402045,E0 Main Customer
13319,28.0,4,26,5,10845.550000000001,5,Champions,0.9146974987969052,E0 Main Customer
13320,101.0,1,4,2,1548.7,2,Lost,3.2994445492316937,Sleeping Customer
13321,95.0,1,2,1,567.36,1,Lost,3.103437942346643,Sleeping Customer
13322,40.0,3,1,1,199.48000000000002,1,About To Sleep,1.3067107125670074,E0 Main Customer
13323,26.0,5,5,2,787.85,1,New Customers,0.8493619631685548,E0 Main Customer
13324,59.0,2,10,4,7121.95,4,Cannot Lose Them,1.927398301036336,E1 Sleepy Customer
13325,104.0,1,1,1,675.3,1,Lost,3.3974478526742193,Sleeping Customer
13327,61.0,2,8,3,3627.77,3,At Risk,1.9927338366646865,E1 Sleepy Customer
13328,339.0,1,1,1,1308.48,2,Lost,11.074373289005388,Sleeping Customer
13329,54.0,2,2,1,789.0,1,Lost,1.7640594619654602,E1 Sleepy Customer
13330,115.0,1,3,1,1140.93,2,Lost,3.7567932986301464,Sleeping Customer
13332,37.0,3,1,1,350.9,1,About To Sleep,1.2087074091244818,E0 Main Customer
13334,105.0,1,3,1,3536.82,3,At Risk,3.4301156204883947,Sleeping Customer
13336,100.0,1,1,1,795.12,1,Lost,3.266776781417519,Sleeping Customer
13338,180.0,1,1,1,487.02,1,Lost,5.880198206551534,Sleeping Customer
13339,223.0,1,1,1,860.12,1,Lost,7.284912222561067,Sleeping Customer
13340,68.0,2,7,3,10736.48,5,At Risk,2.221408211363913,E1 Sleepy Customer
13341,283.0,1,1,1,775.85,1,Lost,9.244978291411577,Sleeping Customer
13343,200.0,1,1,1,353.43,1,Lost,6.533553562835038,Sleeping Customer
13344,90.0,1,3,1,2543.72,3,At Risk,2.940099103275767,E2 Asleep Customer
13345,310.0,1,1,1,389.5,1,Lost,10.127008022394309,Sleeping Customer
13347,93.0,1,1,1,341.36,1,Lost,3.0381024067182922,Sleeping Customer
13348,87.0,1,1,1,233.76,1,Lost,2.8420957998332415,E2 Asleep Customer
13349,33.0,4,1,1,247.32,1,New Customers,1.078036337867781,E0 Main Customer
13350,39.0,3,2,1,979.12,2,About To Sleep,1.2740429447528323,E0 Main Customer
13351,89.0,1,1,1,373.94,1,Lost,2.9074313354615917,E2 Asleep Customer
13352,83.0,1,1,1,397.97999999999996,1,Lost,2.7114247285765405,E2 Asleep Customer
13354,94.0,1,1,1,743.53,1,Lost,3.0707701745324676,Sleeping Customer
13355,145.0,1,1,1,674.7,1,Lost,4.736826333055403,Sleeping Customer
13356,103.0,1,1,1,768.24,1,Lost,3.3647800848600444,Sleeping Customer
13357,280.0,1,1,1,609.95,1,Lost,9.146974987969053,Sleeping Customer
13358,291.0,1,1,1,439.03,1,Lost,9.50632043392498,Sleeping Customer
13359,86.0,1,1,1,439.56,1,Lost,2.809428032019066,E2 Asleep Customer
13362,32.0,4,4,2,3090.7400000000002,3,Potential Loyalist,1.045368570053606,E0 Main Customer
13363,40.0,3,2,1,992.5,2,About To Sleep,1.3067107125670074,E0 Main Customer
13364,94.0,1,1,1,134.95999999999998,1,Lost,3.0707701745324676,Sleeping Customer
13365,56.0,2,2,1,2225.37,3,At Risk,1.8293949975938104,E1 Sleepy Customer
13366,73.0,2,1,1,56.160000000000004,1,Lost,2.3847470504347887,E1 Sleepy Customer
13368,279.0,1,2,1,623.4,1,Lost,9.114307220154878,Sleeping Customer
13369,388.0,1,1,1,308.28000000000003,1,Lost,12.675093911899973,Sleeping Customer
13370,394.0,1,1,1,754.87,1,Lost,12.871100518785024,Sleeping Customer
13372,112.0,1,1,1,378.64,1,Lost,3.658789995187621,Sleeping Customer
13373,83.0,1,3,1,3312.25,3,At Risk,2.7114247285765405,E2 Asleep Customer
13375,111.0,1,1,1,778.65,1,Lost,3.626122227373446,Sleeping Customer
13376,122.0,1,3,1,1019.76,2,Lost,3.985467673329373,Sleeping Customer
13379,49.0,2,3,1,572.56,1,Lost,1.6007206228945843,E1 Sleepy Customer
13381,54.0,2,6,3,3639.31,3,At Risk,1.7640594619654602,E1 Sleepy Customer
13382,303.0,1,1,1,222.99,1,Lost,9.898333647695083,Sleeping Customer
13384,53.0,2,7,3,4151.93,4,At Risk,1.731391694151285,E1 Sleepy Customer
13385,352.0,1,1,1,534.57,1,Lost,11.499054270589665,Sleeping Customer
13388,154.0,1,2,1,677.1,1,Lost,5.0308362433829785,Sleeping Customer
13389,34.0,3,3,1,797.96,1,About To Sleep,1.1107041056819564,E0 Main Customer
13390,97.0,1,1,1,544.08,1,Lost,3.168773477974993,Sleeping Customer
13391,226.0,1,1,1,59.8,1,Lost,7.382915526003592,Sleeping Customer
13394,24.0,5,8,3,2520.02,3,Potential Loyalist,0.7840264275402045,E0 Main Customer
13395,208.0,1,1,1,307.72,1,Lost,6.794895705348439,Sleeping Customer
13396,52.0,2,2,1,1360.99,2,Lost,1.6987239263371097,E1 Sleepy Customer
13397,95.0,1,5,2,1544.13,2,Lost,3.103437942346643,Sleeping Customer
13398,215.0,1,1,1,457.34,1,Lost,7.023570080047665,Sleeping Customer
13402,150.0,1,2,1,621.23,1,Lost,4.900165172126278,Sleeping Customer
13403,40.0,3,1,1,75.0,1,About To Sleep,1.3067107125670074,E0 Main Customer
13404,24.0,5,2,1,252.49,1,New Customers,0.7840264275402045,E0 Main Customer
13405,97.0,1,3,1,572.451,1,Lost,3.168773477974993,Sleeping Customer
13408,24.0,5,62,5,28117.04,5,Champions,0.7840264275402045,E0 Main Customer
13410,47.0,2,5,2,1003.06,2,Lost,1.5353850872662338,E1 Sleepy Customer
13411,130.0,1,1,1,213.55,1,Lost,4.2468098158427745,Sleeping Customer
13414,156.0,1,3,1,1390.5,2,Lost,5.096171779011329,Sleeping Customer
13416,66.0,2,2,1,712.5,1,Lost,2.156072675735562,E1 Sleepy Customer
13417,27.0,4,2,1,640.83,1,New Customers,0.8820297309827301,E0 Main Customer
13418,34.0,3,18,4,6127.43,4,Loyal Customers,1.1107041056819564,E0 Main Customer
13419,86.0,1,1,1,221.06,1,Lost,2.809428032019066,E2 Asleep Customer
13420,172.0,1,2,1,159.85,1,Lost,5.618856064038132,Sleeping Customer
13421,63.0,2,2,1,1851.08,2,Lost,2.058069372293037,E1 Sleepy Customer
13422,87.0,1,1,1,2626.3,3,At Risk,2.8420957998332415,E2 Asleep Customer
13425,131.0,1,3,1,1624.21,2,Lost,4.279477583656949,Sleeping Customer
13426,23.0,5,10,4,3641.32,3,Loyal Customers,0.7513586597260293,E0 Main Customer
13427,42.0,3,3,1,582.6,1,About To Sleep,1.372046248195358,E0 Main Customer
13428,33.0,4,1,1,218.47,1,New Customers,1.078036337867781,E0 Main Customer
13429,33.0,4,4,2,1006.8,2,New Customers,1.078036337867781,E0 Main Customer
13430,41.0,3,2,1,679.45,1,About To Sleep,1.3393784803811826,E0 Main Customer
13431,90.0,1,2,1,1269.1,2,Lost,2.940099103275767,E2 Asleep Customer
13434,97.0,1,2,1,534.24,1,Lost,3.168773477974993,Sleeping Customer
13435,28.0,4,7,3,3809.8900000000003,4,Loyal Customers,0.9146974987969052,E0 Main Customer
13436,24.0,5,1,1,196.89,1,New Customers,0.7840264275402045,New Customer
13437,37.0,3,7,3,3408.06,3,Need Attention,1.2087074091244818,E0 Main Customer
13439,278.0,1,1,1,283.71,1,Lost,9.081639452340703,Sleeping Customer
13441,114.0,1,1,1,296.64,1,Lost,3.7241255308159715,Sleeping Customer
13447,46.0,3,3,1,1129.14,2,About To Sleep,1.5027173194520587,E1 Sleepy Customer
13448,39.0,3,6,3,3539.37,3,Need Attention,1.2740429447528323,E0 Main Customer
13449,46.0,3,1,1,291.88,1,About To Sleep,1.5027173194520587,E1 Sleepy Customer
13450,49.0,2,6,3,2043.7199999999998,3,At Risk,1.6007206228945843,E1 Sleepy Customer
13451,49.0,2,5,2,2976.15,3,At Risk,1.6007206228945843,E1 Sleepy Customer
13452,282.0,1,2,1,590.0,1,Lost,9.212310523597402,Sleeping Customer
13453,188.0,1,2,1,356.97999999999996,1,Lost,6.141540349064935,Sleeping Customer
13455,47.0,2,2,1,1058.34,2,Lost,1.5353850872662338,E1 Sleepy Customer
13456,40.0,3,6,3,1766.72,2,Need Attention,1.3067107125670074,E0 Main Customer
13458,30.0,4,14,4,9646.57,5,Champions,0.9800330344252556,E0 Main Customer
13460,52.0,2,2,1,183.44,1,Lost,1.6987239263371097,E1 Sleepy Customer
13461,61.0,2,3,1,1445.0,2,Lost,1.9927338366646865,E1 Sleepy Customer
13462,275.0,1,1,1,151.5,1,Lost,8.983636148898176,Sleeping Customer
13464,81.0,1,1,1,674.68,1,Lost,2.6460891929481902,E2 Asleep Customer
13466,207.0,1,1,1,307.9,1,Lost,6.762227937534264,Sleeping Customer
13467,33.0,4,2,1,1083.71,2,New Customers,1.078036337867781,E0 Main Customer
13468,24.0,5,37,5,5704.97,4,Champions,0.7840264275402045,E0 Main Customer
13470,122.0,1,2,1,165.0,1,Lost,3.985467673329373,Sleeping Customer
13471,24.0,5,4,2,2531.58,3,Potential Loyalist,0.7840264275402045,E0 Main Customer
13473,83.0,1,2,1,422.64,1,Lost,2.7114247285765405,E2 Asleep Customer
13474,259.0,1,1,1,229.59,1,Lost,8.460951863871374,Sleeping Customer
13475,214.0,1,4,2,1431.78,2,Lost,6.99090231223349,Sleeping Customer
13476,201.0,1,2,1,1238.47,2,Lost,6.5662213306492125,Sleeping Customer
13477,60.0,2,6,3,1454.58,2,At Risk,1.9600660688505112,E1 Sleepy Customer
13479,223.0,1,2,1,300.95,1,Lost,7.284912222561067,Sleeping Customer
13481,68.0,2,5,2,1804.56,2,Lost,2.221408211363913,E1 Sleepy Customer
13482,255.0,1,1,1,184.64,1,Lost,8.330280792614673,Sleeping Customer
13483,88.0,1,1,1,140.34,1,Lost,2.8747635676474164,E2 Asleep Customer
13484,264.0,1,1,1,313.8,1,Lost,8.624290702942249,Sleeping Customer
13485,256.0,1,1,1,454.24,1,Lost,8.362948560428848,Sleeping Customer
13486,101.0,1,3,1,1122.41,2,Lost,3.2994445492316937,Sleeping Customer
13487,80.0,2,3,1,575.4,1,Lost,2.613421425134015,E2 Asleep Customer
13488,40.0,3,13,4,8968.31,5,Loyal Customers,1.3067107125670074,E0 Main Customer
13489,128.0,1,4,2,449.52,1,Lost,4.181474280214424,Sleeping Customer
13491,74.0,2,10,4,1215.82,2,At Risk,2.4174148182489636,E1 Sleepy Customer
13492,159.0,1,3,1,1269.84,2,Lost,5.194175082453855,Sleeping Customer
13493,298.0,1,2,1,618.63,1,Lost,9.734994808624206,Sleeping Customer
13494,334.0,1,1,1,316.26000000000005,1,Lost,10.911034449934512,Sleeping Customer
13495,30.0,4,5,2,2044.8700000000001,3,Potential Loyalist,0.9800330344252556,E0 Main Customer
13496,33.0,4,2,1,653.33,1,New Customers,1.078036337867781,E0 Main Customer
13497,305.0,1,2,1,348.05,1,Lost,9.963669183323432,Sleeping Customer
13499,40.0,3,5,2,1159.11,2,About To Sleep,1.3067107125670074,E0 Main Customer
13500,46.0,3,3,1,1166.77,2,About To Sleep,1.5027173194520587,E1 Sleepy Customer
13501,311.0,1,1,1,1340.32,2,Lost,10.159675790208484,Sleeping Customer
13502,39.0,3,3,1,292.0,1,About To Sleep,1.2740429447528323,E0 Main Customer
13503,94.0,1,1,1,216.85,1,Lost,3.0707701745324676,Sleeping Customer
13504,87.0,1,1,1,295.93,1,Lost,2.8420957998332415,E2 Asleep Customer
13505,95.0,1,4,2,4393.63,4,At Risk,3.103437942346643,Sleeping Customer
13506,339.0,1,2,1,458.52,1,Lost,11.074373289005388,Sleeping Customer
13507,26.0,5,4,2,2479.16,3,Potential Loyalist,0.8493619631685548,E0 Main Customer
13508,266.0,1,1,1,110.97,1,Lost,8.6896262385706,Sleeping Customer
13509,31.0,4,7,3,979.72,2,Potential Loyalist,1.0127008022394308,E0 Main Customer
13510,24.0,5,4,2,1791.56,2,New Customers,0.7840264275402045,E0 Main Customer
13512,283.0,1,1,1,251.21,1,Lost,9.244978291411577,Sleeping Customer
13513,149.0,1,1,1,205.1,1,Lost,4.867497404312103,Sleeping Customer
13514,96.0,1,1,1,152.20000000000002,1,Lost,3.136105710160818,Sleeping Customer
13515,95.0,1,4,2,891.12,2,Lost,3.103437942346643,Sleeping Customer
13516,44.0,3,3,1,1389.41,2,About To Sleep,1.4373817838237082,E0 Main Customer
13517,82.0,1,3,1,2128.42,3,At Risk,2.678756960762365,E2 Asleep Customer
13518,108.0,1,1,1,659.4399999999999,1,Lost,3.5281189239309203,Sleeping Customer
13519,101.0,1,1,1,122.75,1,Lost,3.2994445492316937,Sleeping Customer
13520,81.0,1,6,3,3624.35,3,At Risk,2.6460891929481902,E2 Asleep Customer
13521,24.0,5,3,1,1093.65,2,New Customers,0.7840264275402045,E0 Main Customer
13522,53.0,2,1,1,125.80000000000001,1,Lost,1.731391694151285,E1 Sleepy Customer
13523,56.0,2,5,2,3964.88,4,At Risk,1.8293949975938104,E1 Sleepy Customer
13524,63.0,2,5,2,680.1800000000001,1,Lost,2.058069372293037,E1 Sleepy Customer
13525,37.0,3,2,1,628.78,1,About To Sleep,1.2087074091244818,E0 Main Customer
13527,56.0,2,7,3,2287.51,3,At Risk,1.8293949975938104,E1 Sleepy Customer
13529,101.0,1,2,1,307.76,1,Lost,3.2994445492316937,Sleeping Customer
13531,228.0,1,2,1,483.8,1,Lost,7.448251061631943,Sleeping Customer
13532,56.0,2,1,1,210.31,1,Lost,1.8293949975938104,E1 Sleepy Customer
13533,205.0,1,3,1,270.79,1,Lost,6.696892401905913,Sleeping Customer
13534,25.0,5,25,5,5870.08,4,Champions,0.8166941953543797,E0 Main Customer
13536,24.0,5,7,3,3448.29,3,Potential Loyalist,0.7840264275402045,E0 Main Customer
13538,66.0,2,7,3,1280.85,2,At Risk,2.156072675735562,E1 Sleepy Customer
13539,108.0,1,3,1,631.34,1,Lost,3.5281189239309203,Sleeping Customer
13544,62.0,2,2,1,291.41,1,Lost,2.0254016044788616,E1 Sleepy Customer
13546,35.0,3,3,1,626.99,1,About To Sleep,1.1433718734961316,E0 Main Customer
13548,119.0,1,2,1,682.41,1,Lost,3.8874643698868474,Sleeping Customer
13549,48.0,2,7,3,918.2,2,At Risk,1.568052855080409,E1 Sleepy Customer
13551,342.0,1,1,1,91.80000000000001,1,Lost,11.172376592447915,Sleeping Customer
13552,89.0,1,12,4,3740.07,4,Cannot Lose Them,2.9074313354615917,E2 Asleep Customer
13555,96.0,1,4,2,4149.28,4,At Risk,3.136105710160818,Sleeping Customer
13557,51.0,2,2,1,584.06,1,Lost,1.6660561585229345,E1 Sleepy Customer
13558,28.0,4,4,2,605.06,1,New Customers,0.9146974987969052,E0 Main Customer
13560,30.0,4,1,1,174.37,1,New Customers,0.9800330344252556,New Customer
13561,238.0,1,1,1,141.85999999999999,1,Lost,7.774928739773695,Sleeping Customer
13562,104.0,1,3,1,1799.33,2,Lost,3.3974478526742193,Sleeping Customer
13563,107.0,1,2,1,777.53,1,Lost,3.495451156116745,Sleeping Customer
13564,167.0,1,3,1,1749.02,2,Lost,5.455517224967256,Sleeping Customer
13565,42.0,3,2,1,240.22,1,About To Sleep,1.372046248195358,E0 Main Customer
13566,63.0,2,2,1,874.71,1,Lost,2.058069372293037,E1 Sleepy Customer
13568,196.0,1,1,1,192.85,1,Lost,6.402882491578337,Sleeping Customer
13569,40.0,3,2,1,373.75,1,About To Sleep,1.3067107125670074,E0 Main Customer
13570,266.0,1,1,1,239.49,1,Lost,8.6896262385706,Sleeping Customer
13571,35.0,3,12,4,2092.32,3,Loyal Customers,1.1433718734961316,E0 Main Customer
13572,228.0,1,1,1,1384.25,2,Lost,7.448251061631943,Sleeping Customer
13573,73.0,2,2,1,294.4,1,Lost,2.3847470504347887,E1 Sleepy Customer
13575,46.0,3,5,2,732.0699999999999,1,About To Sleep,1.5027173194520587,E1 Sleepy Customer
13576,33.0,4,18,4,6717.34,4,Champions,1.078036337867781,E0 Main Customer
13577,48.0,2,4,2,1687.6000000000001,2,Lost,1.568052855080409,E1 Sleepy Customer
13579,37.0,3,2,1,467.04,1,About To Sleep,1.2087074091244818,E0 Main Customer
13581,332.0,1,1,1,118.0,1,Lost,10.845698914306162,Sleeping Customer
13583,178.0,1,1,1,781.03,1,Lost,5.814862670923183,Sleeping Customer
13584,329.0,1,1,1,142.4,1,Lost,10.747695610863637,Sleeping Customer
13587,86.0,1,1,1,712.4,1,Lost,2.809428032019066,E2 Asleep Customer
13588,38.0,3,9,3,2478.95,3,Need Attention,1.2413751769386572,E0 Main Customer
13589,37.0,3,2,1,379.65,1,About To Sleep,1.2087074091244818,E0 Main Customer
13590,34.0,3,6,3,1981.92,3,Need Attention,1.1107041056819564,E0 Main Customer
13591,87.0,1,3,1,1117.13,2,Lost,2.8420957998332415,E2 Asleep Customer
13592,58.0,2,4,2,247.95999999999998,1,Lost,1.894730533222161,E1 Sleepy Customer
13593,131.0,1,5,2,2037.0800000000002,3,At Risk,4.279477583656949,Sleeping Customer
13594,75.0,2,1,1,396.97,1,Lost,2.450082586063139,E1 Sleepy Customer
13596,28.0,4,2,1,697.04,1,New Customers,0.9146974987969052,E0 Main Customer
13598,70.0,2,1,1,180.17000000000002,1,Lost,2.286743746992263,E1 Sleepy Customer
13599,24.0,5,21,5,5153.67,4,Champions,0.7840264275402045,E0 Main Customer
13600,335.0,1,1,1,219.52,1,Lost,10.943702217748688,Sleeping Customer
13601,68.0,2,2,1,693.32,1,Lost,2.221408211363913,E1 Sleepy Customer
13602,87.0,1,1,1,428.89,1,Lost,2.8420957998332415,E2 Asleep Customer
13603,49.0,2,1,1,164.34,1,Lost,1.6007206228945843,E1 Sleepy Customer
13606,52.0,2,3,1,280.53999999999996,1,Lost,1.6987239263371097,E1 Sleepy Customer
13607,63.0,2,1,1,678.01,1,Lost,2.058069372293037,E1 Sleepy Customer
13610,35.0,3,7,3,1131.88,2,Need Attention,1.1433718734961316,E0 Main Customer
13611,112.0,1,3,1,1171.8,2,Lost,3.658789995187621,Sleeping Customer
13614,47.0,2,4,2,1610.46,2,Lost,1.5353850872662338,E1 Sleepy Customer
13615,341.0,1,1,1,417.69,1,Lost,11.13970882463374,Sleeping Customer
13617,63.0,2,3,1,544.18,1,Lost,2.058069372293037,E1 Sleepy Customer
13618,196.0,1,1,1,177.34,1,Lost,6.402882491578337,Sleeping Customer
13621,139.0,1,1,1,213.85,1,Lost,4.540819726170351,Sleeping Customer
13623,53.0,2,5,2,747.78,1,Lost,1.731391694151285,E1 Sleepy Customer
13626,275.0,1,1,1,257.23,1,Lost,8.983636148898176,Sleeping Customer
13627,82.0,1,5,2,1638.47,2,Lost,2.678756960762365,E2 Asleep Customer
13629,46.0,3,11,4,7792.36,4,Loyal Customers,1.5027173194520587,E1 Sleepy Customer
13630,28.0,4,7,3,2031.78,3,Potential Loyalist,0.9146974987969052,E0 Main Customer
13631,122.0,1,11,4,3070.42,3,At Risk,3.985467673329373,Sleeping Customer
13632,47.0,2,5,2,2121.27,3,At Risk,1.5353850872662338,E1 Sleepy Customer
13634,56.0,2,5,2,1575.16,2,Lost,1.8293949975938104,E1 Sleepy Customer
13635,90.0,1,1,1,1071.03,2,Lost,2.940099103275767,E2 Asleep Customer
13636,59.0,2,5,2,949.12,2,Lost,1.927398301036336,E1 Sleepy Customer
13637,75.0,2,3,1,810.5,1,Lost,2.450082586063139,E1 Sleepy Customer
13638,38.0,3,1,1,122.64,1,About To Sleep,1.2413751769386572,E0 Main Customer
13639,97.0,1,1,1,1033.34,2,Lost,3.168773477974993,Sleeping Customer
13642,238.0,1,1,1,354.8,1,Lost,7.774928739773695,Sleeping Customer
13643,54.0,2,3,1,519.44,1,Lost,1.7640594619654602,E1 Sleepy Customer
13644,39.0,3,4,2,2624.26,3,Need Attention,1.2740429447528323,E0 Main Customer
13645,143.0,1,1,1,252.1,1,Lost,4.671490797427052,Sleeping Customer
13647,32.0,4,4,2,1678.1200000000001,2,New Customers,1.045368570053606,E0 Main Customer
13649,279.0,1,2,1,346.6,1,Lost,9.114307220154878,Sleeping Customer
13650,39.0,3,6,3,1836.34,2,Need Attention,1.2740429447528323,E0 Main Customer
13651,58.0,2,2,1,94.2,1,Lost,1.894730533222161,E1 Sleepy Customer
13652,68.0,2,3,1,1095.08,2,Lost,2.221408211363913,E1 Sleepy Customer
13654,66.0,2,6,3,2707.33,3,At Risk,2.156072675735562,E1 Sleepy Customer
13655,137.0,1,2,1,932.97,2,Lost,4.475484190542001,Sleeping Customer
13656,187.0,1,2,1,379.65,1,Lost,6.10887258125076,Sleeping Customer
13657,33.0,4,2,1,382.14,1,New Customers,1.078036337867781,E0 Main Customer
13658,32.0,4,5,2,2639.17,3,Potential Loyalist,1.045368570053606,E0 Main Customer
13659,228.0,1,2,1,1573.2,2,Lost,7.448251061631943,Sleeping Customer
13662,108.0,1,3,1,897.76,2,Lost,3.5281189239309203,Sleeping Customer
13663,202.0,1,1,1,189.47,1,Lost,6.5988890984633874,Sleeping Customer
13666,83.0,1,3,1,84.65,1,Lost,2.7114247285765405,E2 Asleep Customer
13667,172.0,1,1,1,305.02,1,Lost,5.618856064038132,Sleeping Customer
13668,25.0,5,21,5,6363.59,4,Champions,0.8166941953543797,E0 Main Customer
13669,73.0,2,2,1,218.55,1,Lost,2.3847470504347887,E1 Sleepy Customer
13670,98.0,1,1,1,349.7,1,Lost,3.2014412457891686,Sleeping Customer
13672,324.0,1,2,1,186.39000000000001,1,Lost,10.584356771792761,Sleeping Customer
13673,41.0,3,2,1,396.92,1,About To Sleep,1.3393784803811826,E0 Main Customer
13675,174.0,1,2,1,486.82000000000005,1,Lost,5.684191599666483,Sleeping Customer
13678,174.0,1,1,1,232.6,1,Lost,5.684191599666483,Sleeping Customer
13680,24.0,5,4,2,3722.42,4,Others,0.7840264275402045,E0 Main Customer
13681,40.0,3,4,2,827.83,1,About To Sleep,1.3067107125670074,E0 Main Customer
13682,210.0,1,1,1,59.5,1,Lost,6.860231240976789,Sleeping Customer
13684,308.0,1,1,1,67.23,1,Lost,10.061672486765957,Sleeping Customer
13685,25.0,5,7,3,3119.44,3,Potential Loyalist,0.8166941953543797,E0 Main Customer
13686,205.0,1,1,1,72.0,1,Lost,6.696892401905913,Sleeping Customer
13689,86.0,1,1,1,910.0,2,Lost,2.809428032019066,E2 Asleep Customer
13690,82.0,1,1,1,172.25,1,Lost,2.678756960762365,E2 Asleep Customer
13692,47.0,2,3,1,1488.32,2,Lost,1.5353850872662338,E1 Sleepy Customer
13694,26.0,5,50,5,65039.62,5,Champions,0.8493619631685548,E0 Main Customer
13695,54.0,2,15,4,2504.13,3,At Risk,1.7640594619654602,E1 Sleepy Customer
13697,61.0,2,1,1,151.29999999999998,1,Lost,1.9927338366646865,E1 Sleepy Customer
13699,178.0,1,1,1,308.58000000000004,1,Lost,5.814862670923183,Sleeping Customer
13700,49.0,2,10,4,2265.12,3,At Risk,1.6007206228945843,E1 Sleepy Customer
13703,341.0,1,1,1,99.5,1,Lost,11.13970882463374,Sleeping Customer
13704,28.0,4,9,3,2308.06,3,Potential Loyalist,0.9146974987969052,E0 Main Customer
13705,30.0,4,3,1,711.86,1,New Customers,0.9800330344252556,E0 Main Customer
13706,325.0,1,1,1,330.79,1,Lost,10.617024539606936,Sleeping Customer
13707,290.0,1,2,1,806.41,1,Lost,9.473652666110805,Sleeping Customer
13708,294.0,1,1,1,296.88,1,Lost,9.604323737367505,Sleeping Customer
13709,26.0,5,13,4,6328.05,4,Champions,0.8493619631685548,E0 Main Customer
13710,54.0,2,1,1,180.48,1,Lost,1.7640594619654602,E1 Sleepy Customer
13711,241.0,1,2,1,252.06,1,Lost,7.87293204321622,Sleeping Customer
13712,269.0,1,1,1,228.84,1,Lost,8.787629542013125,Sleeping Customer
13715,304.0,1,5,2,1079.34,2,Lost,9.931001415509257,Sleeping Customer
13716,292.0,1,1,1,138.28,1,Lost,9.538988201739155,Sleeping Customer
13717,55.0,2,6,3,1445.01,2,At Risk,1.7967272297796353,E1 Sleepy Customer
13718,269.0,1,2,1,306.55,1,Lost,8.787629542013125,Sleeping Customer
13719,38.0,3,5,2,1041.68,2,About To Sleep,1.2413751769386572,E0 Main Customer
13720,139.0,1,4,2,799.9,1,Lost,4.540819726170351,Sleeping Customer
13721,59.0,2,1,1,524.14,1,Lost,1.927398301036336,E1 Sleepy Customer
13722,154.0,1,3,1,2375.41,3,At Risk,5.0308362433829785,Sleeping Customer
13723,240.0,1,1,1,199.85000000000002,1,Lost,7.840264275402045,Sleeping Customer
13725,72.0,2,8,3,1980.56,3,At Risk,2.3520792826206134,E1 Sleepy Customer
13726,61.0,2,2,1,1079.6599999999999,2,Lost,1.9927338366646865,E1 Sleepy Customer
13727,51.0,2,2,1,333.48,1,Lost,1.6660561585229345,E1 Sleepy Customer
13728,59.0,2,6,3,1016.14,2,At Risk,1.927398301036336,E1 Sleepy Customer
13730,158.0,1,2,1,752.6,1,Lost,5.16150731463968,Sleeping Customer
13731,242.0,1,2,1,610.59,1,Lost,7.905599811030395,Sleeping Customer
13732,51.0,2,1,1,491.86,1,Lost,1.6660561585229345,E1 Sleepy Customer
13735,47.0,2,4,2,2885.2400000000002,3,At Risk,1.5353850872662338,E1 Sleepy Customer
13736,28.0,4,2,1,731.9,1,New Customers,0.9146974987969052,E0 Main Customer
13737,223.0,1,1,1,339.59999999999997,1,Lost,7.284912222561067,Sleeping Customer
13739,41.0,3,1,1,216.9,1,About To Sleep,1.3393784803811826,E0 Main Customer
13740,263.0,1,1,1,350.75,1,Lost,8.591622935128074,Sleeping Customer
13741,94.0,1,3,1,668.4300000000001,1,Lost,3.0707701745324676,Sleeping Customer
13742,39.0,3,12,4,3131.02,3,Loyal Customers,1.2740429447528323,E0 Main Customer
13743,25.0,5,7,3,1341.6,2,Potential Loyalist,0.8166941953543797,E0 Main Customer
13744,118.0,1,2,1,1156.36,2,Lost,3.854796602072672,Sleeping Customer
13745,185.0,1,1,1,300.04,1,Lost,6.04353704562241,Sleeping Customer
13747,396.0,1,1,1,79.6,1,Lost,12.936436054413374,Sleeping Customer
13748,118.0,1,5,2,948.25,2,Lost,3.854796602072672,Sleeping Customer
13750,76.0,2,5,2,1647.26,2,Lost,2.4827503538773144,E1 Sleepy Customer
13751,311.0,1,1,1,296.25,1,Lost,10.159675790208484,Sleeping Customer
13752,147.0,1,6,3,1186.28,2,At Risk,4.802161868683752,Sleeping Customer
13753,310.0,1,1,1,741.26,1,Lost,10.127008022394309,Sleeping Customer
13754,174.0,1,2,1,282.59999999999997,1,Lost,5.684191599666483,Sleeping Customer
13755,26.0,5,9,3,2161.35,3,Potential Loyalist,0.8493619631685548,E0 Main Customer
